CustomerID,FirstName,LastName,Gender,Phone,Email,City,State,RegionID,SignupDate,Segment,LoyaltyMember
C-00884,Chuka,Yakubu,M,,chuka.yakubu507@gmail.com,Abuja,FCT,R03,2021-07-01,Standard,Y
C-00885,Oluchi,Umeh,F,09115900119,oluchi.umeh266@gmail.com,Abuja,FCT,R03,2021-12-26,Occasional,N
C-00886,Chiamaka,Anyanwu,F,09197238919,chiamaka.anyanwu384@outlook.com,Abuja,FCT,R03,2020-11-29,Occasional,N
C-00887,Sani,Shehu,M,08156071772,sani.shehu223@gmail.com,Lagos,Lagos,R01,2023-10-12,Standard,Y
C-00888,Nasir,Odutola,M,08044879593,nasir.odutola56@hotmail.com,Lagos,Lagos,R01,2022-12-01,Occasional,Y
C-00889,Ifeanyi,Ogbonna,M,09157969240,ifeanyi.ogbonna737@gmail.com,Lagos,Lagos,R01,2021-01-04,Standard,N
C-00890,Adaeze,Obi,F,07033519299,adaeze.obi477@gmail.com,Lagos,Lagos,R01,2023-03-01,Occasional,Y
C-00891,Chidinma,Adesina,F,08040411922,chidinma.adesina875@gmail.com,Ibadan,Oyo,R02,2023-07-03,Occasional,N
C-00892,Modupe,Anyanwu,F,08189373758,modupe.anyanwu757@hotmail.com,Lagos,Lagos,R01,2020-02-10,Occasional,Y
C-00893,Obinna,Hassan,M,08166821494,obinna.hassan293@gmail.com,Lagos,Lagos,R01,2021-10-18,Standard,N
C-00894,Khadija,Baba,F,09125165840,khadija.baba268@outlook.com,Port Harcourt,Rivers,R04,2023-08-23,Standard,Y
C-00895,Ebuka,Baba,M,07023434953,ebuka.baba545@yahoo.com,Abuja,FCT,R03,2023-11-26,Standard,N
C-00896,Emeka,Lawal,M,09070562863,emeka.lawal587@gmail.com,Lagos,Lagos,R01,2024-04-08,Standard,N
C-00897,Nasir,Onwudiwe,M,08189182063,nasir.onwudiwe895@outlook.com,Lagos,Lagos,R01,2024-09-11,Standard,N
C-00898,Nonso,Mohammed,M,09148642942,nonso.mohammed476@gmail.com,Lagos,Lagos,R01,2022-11-08,Standard,Y
C-00899,Amina,Nwosu,F,08172955514,amina.nwosu684@hotmail.com,Lagos,Lagos,R01,2021-07-02,Standard,N
C-00900,Simisola,Salami,F,09087127799,simisola.salami21@gmail.com,Benin City,Edo,R04,2023-07-15,Occasional,N
C-00901,Rotimi,Umeh,M,08198217994,rotimi.umeh319@outlook.com,Abeokuta,Ogun,R02,2021-09-22,Standard,Y
C-00902,Maryam,Ogundipe,F,08071271939,,Abuja,FCT,R03,2025-06-28,Standard,Y
C-00903,Somto,Kalu,M,08080703277,somto.kalu482@gmail.com,Abuja,FCT,R03,2024-11-19,Standard,Y
C-00904,Modupe,Odutola,F,09179354624,modupe.odutola879@gmail.com,Enugu,Enugu,R06,2019-09-03,Standard,Y
C-00905,Halima,Afolabi,F,09095564155,halima.afolabi380@gmail.com,Ibadan,Oyo,R02,2021-06-06,Premium,N
C-00906,Tunde,Ezenwa,M,08099629109,tunde.ezenwa811@yahoo.com,Lagos,Lagos,R01,2023-05-09,Occasional,Y
C-00907,Oluchi,Ezenwa,F,08011380054,oluchi.ezenwa323@gmail.com,Lagos,Lagos,R01,2024-04-07,Standard,N
C-00908,Khadija,Oyelaran,F,08036274565,khadija.oyelaran386@gmail.com,Abuja,FCT,R03,2020-10-30,Occasional,Y
C-00909,Femi,Nwosu,M,08191416027,femi.nwosu827@outlook.com,Ibadan,Oyo,R02,2021-05-26,Standard,N
C-00910,Abdullahi,Akinwande,M,07085497722,abdullahi.akinwande368@hotmail.com,Lagos,Lagos,R01,2021-11-05,Occasional,Y
C-00911,Hauwa,Igwe,F,09085205224,hauwa.igwe915@outlook.com,Lagos,Lagos,R01,2021-07-22,Premium,N
C-00912,Kemi,Afolabi,F,08084099889,kemi.afolabi537@gmail.com,Lagos,Lagos,R01,2023-04-18,Standard,N
C-00913,Bisi,Lawal,F,08020183424,,Lagos,Lagos,R01,2023-04-25,Standard,Y
C-00914,Ifeanyi,Umeh,M,07021148687,ifeanyi.umeh147@outlook.com,Abuja,FCT,R03,2022-11-17,Standard,N
C-00915,Nasir,Chukwu,M,07078147906,nasir.chukwu19@gmail.com,Kano,Kano,R05,2025-01-19,Standard,Y
C-00916,Kemi,Oladipo,F,08079319379,kemi.oladipo849@hotmail.com,Port Harcourt,Rivers,R04,2022-06-14,Standard,Y
C-00917,Zainab,Danjuma,F,08098282290,zainab.danjuma397@gmail.com,Lagos,Lagos,R01,2025-02-10,Occasional,Y
C-00918,Sani,Ogbonna,M,08130923075,sani.ogbonna484@gmail.com,Lagos,Lagos,R01,2019-11-03,Standard,N
C-00919,Zainab,Ogundipe,F,08198958562,zainab.ogundipe413@gmail.com,Kaduna,Kaduna,R05,2025-03-22,Standard,N
C-00920,Kelechi,Abubakar,M,,kelechi.abubakar262@outlook.com,Port Harcourt,Rivers,R04,2024-06-23,Occasional,Y
C-00921,Ronke,Ekwueme,F,09167713833,ronke.ekwueme789@hotmail.com,Lagos,Lagos,R01,2021-06-08,Standard,Y
C-00922,Safiya,Ogundipe,F,08028960839,safiya.ogundipe839@outlook.com,Lagos,Lagos,R01,2021-08-20,Standard,N
C-00923,Ngozi,Umeh,F,07030506667,ngozi.umeh271@outlook.com,Benin City,Edo,R04,2023-10-27,Standard,Y
C-00924,Dapo,Lawal,M,08074277590,dapo.lawal846@yahoo.com, Enugu ,Enugu,R06,2025-05-21,Standard,N
C-00925,Aisha,Anyanwu,F,09091070034,aisha.anyanwu493@hotmail.com,Onitsha,Anambra,R06,2023-12-06,Premium,N
C-00926,Adanna,Oyelaran,F,07036777016,adanna.oyelaran645@hotmail.com,Ibadan,Oyo,R02,2025-03-23,Standard,Y
C-00927,Wale,Abdulrahman,M,09045370819,wale.abdulrahman967@hotmail.com,Abuja,FCT,R03,2022-04-12,Occasional,N
C-00928,Ijeoma,Madu,F,08169385535,ijeoma.madu517@hotmail.com,Abuja,FCT,R03,2022-01-10,Standard,Y
C-00929,Bello,Ojo,M,08143765183,bello.ojo393@gmail.com,Lagos ,Lagos,R01,2024-06-01,Premium,Y
C-00930,Ijeoma,Eze,F,08067097441,ijeoma.eze766@gmail.com,Kano,Kano,R05,2024-11-29,Standard,Y
C-00931,Uche,Eze,M,08064432049,uche.eze530@yahoo.com,Ibadan,Oyo,R02,2021-08-16,Premium,Y
C-00932,Tanko,Kalu,M,09163402690,tanko.kalu499@hotmail.com,Lagos,Lagos,R01,2019-11-07,Occasional,N
C-00933,Femi,Nnamdi,M,09147268762,femi.nnamdi747@hotmail.com,Onitsha ,Anambra,R06,2021-12-12,Standard,N
C-00934,Chinedu,Ekwueme,M,09070361477,chinedu.ekwueme836@gmail.com,Abuja,FCT,R03,2020-03-02,Occasional,Y
C-00935,Ayodeji,Ude,M,09148787427,ayodeji.ude40@yahoo.com,Lagos,Lagos,R01,2024-12-08,Standard,Y
C-00936,Ijeoma,Soyinka,F,07026276048,ijeoma.soyinka416@hotmail.com,Lagos,Lagos,R01,2021-05-21,Premium,N
C-00937,Aisha,Bakare,F,08097556813,,Onitsha ,Anambra,R06,2021-08-05,Standard,Y
C-00938,Segun,Abubakar,M,08150380692,segun.abubakar390@gmail.com,Abeokuta,Ogun,R02,2022-10-25,Standard,Y
C-00939,Ijeoma,Onwudiwe,F,09059757776,ijeoma.onwudiwe14@hotmail.com,Port Harcourt,Rivers,R04,2022-06-04,Standard,Y
C-00940,Titilayo,Ogundipe,F,09064755956,titilayo.ogundipe576@gmail.com,Warri,Delta,R04,2021-11-12,Premium,N
C-00941,Tanko,Akinwande,M,08019517251,tanko.akinwande461@hotmail.com,Onitsha,Anambra,R06,2021-12-17,Standard,N
C-00942,Ijeoma,Shehu,F,07029825491,ijeoma.shehu183@gmail.com,Kaduna,Kaduna,R05,2025-04-20,Standard,Y
C-00943,Bisi,Onwudiwe,F,07055471267,bisi.onwudiwe838@gmail.com,Kaduna,Kaduna,R05,2023-11-08,Standard,N
C-00944,Ibrahim,Mohammed,M,09122080975,ibrahim.mohammed368@gmail.com,Abuja,FCT,R03,2020-09-05,Occasional,Y
C-00945,Maryam,Balogun,F,09194644727,maryam.balogun450@gmail.com,Enugu,Enugu,R06,2020-11-16,Premium,Y
C-00946,Tunde,Soyinka,M,09139152782,tunde.soyinka472@gmail.com,Ibadan,Oyo,R02,2020-10-08,Occasional,Y
C-00947,Yusuf,Ajayi,M,07068068109,yusuf.ajayi940@yahoo.com,enugu,Enugu,R06,2019-10-14,Occasional,N
C-00948,Chidinma,Iheanacho,F,09121845049,chidinma.iheanacho187@gmail.com,Lagos,Lagos,R01,2020-08-22,Standard,N
C-00949,Titilayo,Baba,F,09182372312,titilayo.baba759@gmail.com,Enugu,Enugu,R06,2025-11-18,Standard,Y
C-00950,Adanna,Adeyemi,F,09067230863,adanna.adeyemi693@gmail.com,Warri,Delta,R04,2025-02-10,Premium,Y
C-00951,Somto,Idris,M,08162729650,somto.idris405@gmail.com,Lagos,Lagos,R01,2022-09-18,Standard,Y
C-00952,Dapo,Igwe,M,07078770621,dapo.igwe935@hotmail.com,Akure,Ondo,R02,2024-08-16,Premium,N
C-00953,Safiya,Mohammed,F,09091443453,safiya.mohammed309@gmail.com,Abuja,FCT,R03,2025-05-27,Occasional,N
C-00954,Oluchi,Oladipo,F,09150490068,oluchi.oladipo511@yahoo.com,Lagos,Lagos,R01,2023-02-11,Standard,Y
C-00955,Nasir,Onwudiwe,M,08093617591,nasir.onwudiwe891@gmail.com,Lagos,Lagos,R01,2023-04-06,Standard,Y
C-00956,Bello,Anyanwu,M,08139988535,bello.anyanwu944@gmail.com,Benin City,Edo,R04,2024-05-23,Premium,N
C-00957,Nonso,Chukwu,M,09035935067,nonso.chukwu400@gmail.com,Port Harcourt,Rivers,R04,2024-07-30,Occasional,N
C-00958,Nasir,Abdulrahman,M,08179710730,nasir.abdulrahman36@hotmail.com,Lagos,Lagos,R01,2019-07-20,Standard,Y
C-00959,Amara,Dauda,F,09053754678,amara.dauda831@gmail.com,Ibadan,Oyo,R02,2020-01-26,Standard,N
C-00960,Tunde,Adesina,M,08112276340,tunde.adesina976@outlook.com,Lagos,Lagos,R01,2019-11-28,Standard,Y
C-00961,Ibrahim,Salami,M,07065314072,ibrahim.salami479@outlook.com,Abuja,FCT,R03,2020-03-07,Occasional,N
C-00962,Blessing,Fashola,F,09196123713,,Onitsha,Anambra,R06,2022-07-04,Standard,Y
C-00963,Ifeanyi,Oladipo,M,09153040030,ifeanyi.oladipo787@yahoo.com,Kano,Kano,R05,2019-05-09,Standard,N
C-00964,Modupe,Onwudiwe,F,09085651510,modupe.onwudiwe786@gmail.com,Enugu,Enugu,R06,2025-04-25,Standard,Y
C-00965,Bisi,Afolabi,F,08177014764,bisi.afolabi783@hotmail.com,Ibadan,Oyo,R02,2022-09-16,Standard,N
C-00966,Yetunde,Yakubu,F,09087545782,yetunde.yakubu442@gmail.com,Akure,Ondo,R02,2021-10-15,Standard,Y
C-00967,Chuka,Abubakar,M,09134054761,chuka.abubakar662@hotmail.com,Lagos,Lagos,R01,2020-05-01,Standard,Y
C-00968,Adanna,Sambo,F,08029940789,adanna.sambo655@hotmail.com,Lagos,Lagos,R01,2021-11-10,Occasional,Y
C-00969,Somto,Salami,M,09022732130,somto.salami879@hotmail.com,LAGOS,Lagos,R01,2025-11-07,Standard,N
C-00970,Adaeze,Ajayi,F,08019789024,adaeze.ajayi709@outlook.com,Port Harcourt,Rivers,R04,2025-09-26,Occasional,N
C-00971,Chinedu,Mohammed,M,08052822676,chinedu.mohammed494@hotmail.com,Ibadan,Oyo,R02,2023-08-19,Standard,N
C-00972,Zainab,Nwachukwu,F,09011834992,zainab.nwachukwu274@gmail.com,Enugu,Enugu,R06,2024-10-23,Occasional,Y
C-00973,Somto,Salami,M,08096532810,somto.salami312@hotmail.com,Lagos,Lagos,R01,2025-08-02,Premium,N
C-00974,Tunde,Bello,M,09176128520,tunde.bello714@gmail.com,Lagos,Lagos,R01,2024-02-22,Standard,Y
C-00975,Amara,Kalu,F,08081187908,amara.kalu247@gmail.com,Ibadan,Oyo,R02,2022-09-14,Occasional,N
C-00976,Amara,Dauda,F,09123737428,amara.dauda776@gmail.com,Akure,Ondo,R02,2021-07-26,Occasional,Y
C-00977,Modupe,Onwudiwe,F,07064509953,modupe.onwudiwe695@gmail.com,Lagos,Lagos,R01,2025-08-31,Standard,Y
C-00978,Nonso,Obi,M,09140370026,nonso.obi312@gmail.com,Lagos,Lagos,R01,2025-02-27,Occasional,Y
C-00979,Chinedu,Danjuma,M,09067671864,chinedu.danjuma859@yahoo.com,Lagos,Lagos,R01,2023-11-08,Standard,Y
C-00980,Bolanle,Kalu,F,07059820516,bolanle.kalu257@outlook.com,Abuja,FCT,R03,2021-11-07,Standard,N
C-00981,Adaeze,Mohammed,F,08193536190,adaeze.mohammed630@gmail.com,Lagos,Lagos,R01,2021-01-06,Standard,Y
C-00982,Wale,Adeyemi,M,07077429059,wale.adeyemi408@hotmail.com,Abuja,FCT,R03,2025-01-10,Premium,N
C-00983,Uche,Aliyu,M,09189188580,uche.aliyu233@gmail.com,Ibadan,Oyo,R02,2023-05-23,Occasional,Y
C-00984,Funke,Chikezie,F,09027173217,funke.chikezie225@gmail.com,Abuja,FCT,R03,2021-12-19,Occasional,N
C-00985,Chinedu,Baba,M,07046876902,chinedu.baba408@gmail.com,Abuja,FCT,R03,2019-08-21,Standard,N
C-00986,Amina,Obi,F,09031799639,amina.obi183@gmail.com,Lagos,Lagos,R01,2019-05-03,Standard,N
C-00987,Adanna,Ogunleye,F,08021797312,adanna.ogunleye929@gmail.com,Abeokuta,Ogun,R02,2025-02-05,Occasional,N
C-00988,Ijeoma,Idris,F,08174171017,ijeoma.idris461@gmail.com,Abuja,FCT,R03,2025-02-17,Occasional,Y
C-00989,Rotimi,Sambo,M,07028029552,rotimi.sambo756@gmail.com,Lagos,Lagos,R01,2023-03-19,Standard,N
C-00990,Titilayo,Bello,F,07045416728,titilayo.bello543@outlook.com,Lagos,Lagos,R01,2023-04-03,Occasional,N
C-00991,Femi,Salami,M,09163644415,femi.salami256@gmail.com,Ibadan,Oyo,R02,2020-01-27,Premium,N
C-00992,Simisola,Nwachukwu,F,08055984578,simisola.nwachukwu300@outlook.com,Onitsha,Anambra,R06,2022-03-23,Occasional,N
C-00993,Khadija,Ekwueme,F,08165267040,khadija.ekwueme892@gmail.com,Lagos,Lagos,R01,2020-06-26,Standard,Y
C-00994,Halima,Ajayi,F,08116588796,halima.ajayi978@hotmail.com,Lagos,Lagos,R01,2024-11-21,Premium,N
C-00995,Kunle,Bakare,M,09068584847,kunle.bakare172@gmail.com,Lagos,Lagos,R01,2023-05-17,Occasional,Y
C-00996,Ngozi,Bakare,F,07063865600,ngozi.bakare92@gmail.com,Ibadan,Oyo,R02,2023-11-06,Standard,N
C-00997,Tunde,Adebayo,M,08120299345,tunde.adebayo924@gmail.com,Abeokuta,Ogun,R02,2025-03-02,Standard,Y
C-00998,Bello,Oyelaran,M,08058617773,bello.oyelaran996@yahoo.com,Abuja,FCT,R03,2025-01-21,Occasional,Y
C-00999,Obinna,Ude,M,08177519788,obinna.ude538@hotmail.com,Abuja,FCT,R03,2021-06-30,Standard,Y
C-01000,Kelechi,Okonkwo,M,08165894296,kelechi.okonkwo358@hotmail.com,Enugu,Enugu,R06,2024-02-01,Standard,Y
C-01001,Ikenna,Nwosu,M,07049718649,ikenna.nwosu687@gmail.com,Enugu,Enugu,R06,2021-10-13,Occasional,Y
C-01002,Kemi,Oladipo,F,09091224490,kemi.oladipo799@gmail.com,Lagos,Lagos,R01,2023-09-21,Premium,Y
C-01003,Amina,Ogbonna,F,09172983993,amina.ogbonna169@gmail.com,Lagos,Lagos,R01,2022-09-17,Occasional,Y
C-01004,Amara,Ezenwa,F,09099903813,amara.ezenwa820@gmail.com,Abuja,FCT,R03,2023-12-16,Standard,N
C-01005,Chidinma,Sambo,F,09148984436,chidinma.sambo895@hotmail.com,Benin City,Edo,R04,2021-11-18,Premium,N
C-01006,Wale,Madu,M,08138948208,wale.madu889@gmail.com,Kano,Kano,R05,2019-01-15,Occasional,N
C-01007,Nasir,Akinwande,M,08031786411,,Kano,Kano,R05,2019-02-04,Standard,N
C-01008,Ayodeji,Kalu,M,08016856184,ayodeji.kalu262@gmail.com,Kaduna,Kaduna,R05,2024-11-14,Occasional,Y
C-01009,Chiamaka,Soyinka,F,09028802491,chiamaka.soyinka823@gmail.com,Lagos,Lagos,R01,2021-12-28,Standard,Y
C-01010,Nasir,Chukwu,M,09089779866,nasir.chukwu394@gmail.com,Lagos,Lagos,R01,2024-04-27,Occasional,N
C-01011,Blessing,Anyanwu,F,08138510994,blessing.anyanwu605@gmail.com,Lagos,Lagos,R01,2021-09-30,Standard,Y
C-01012,Zainab,Bakare,F,09198679277,zainab.bakare73@gmail.com,Onitsha,Anambra,R06,2021-03-01,Occasional,N
C-01013,Ikenna,Falana,M,08135397795,ikenna.falana280@yahoo.com,Ibadan,Oyo,R02,2024-01-30,Standard,Y
C-01014,Obinna,Abdulrahman,M,09070876033,obinna.abdulrahman967@gmail.com,Lagos,Lagos,R01,2019-04-17,Premium,Y
C-01015,Tanko,Baba,M,09143380651,tanko.baba989@gmail.com,Lagos,Lagos,R01,2021-12-11,Premium,N
C-01016,Ronke,Adebayo,F,07096162287,ronke.adebayo567@gmail.com,Enugu,Enugu,R06,2023-12-05,Standard,N
C-01017,Simisola,Tanimu,F,09060228724,simisola.tanimu589@gmail.com,Enugu,Enugu,R06,2019-01-14,Premium,N
C-01018,Zainab,Garba,F,09180471758,zainab.garba43@hotmail.com,Kano,Kano,R05,2021-12-21,Standard,N
C-01019,Hauwa,Danjuma,F,08143027889,hauwa.danjuma962@gmail.com,Lagos,Lagos,R01,2025-11-14,Premium,N
C-01020,Bisi,Okafor,F,09050585330,bisi.okafor156@outlook.com,Abeokuta,Ogun,R02,2022-08-02,Standard,Y
C-01021,Blessing,Bakare,F,07027738313,blessing.bakare711@outlook.com,enugu,Enugu,R06,2025-08-31,Standard,Y
C-01022,Nneka,Onwudiwe,F,08129779568,nneka.onwudiwe886@hotmail.com,Kano,Kano,R05,2019-07-15,Standard,Y
C-01023,Emeka,Tanimu,M,09070237899,emeka.tanimu269@yahoo.com,Kano,Kano,R05,2023-03-21,Standard,Y
C-01024,Bello,Waziri,M,09125270343,bello.waziri215@gmail.com,Abeokuta,Ogun,R02,2023-12-09,Standard,Y
C-01025,Uche,Kalu,M,09151166122,,Abeokuta,Ogun,R02,2021-02-10,Premium,Y
C-01026,Ayodeji,Abubakar,M,09185149249,ayodeji.abubakar516@outlook.com,Ibadan,Oyo,R02,2022-11-25,Standard,Y
C-01027,Fatima,Ojo,F,08169529226,fatima.ojo103@gmail.com,Abuja,FCT,R03,2025-07-02,Occasional,Y
C-01028,Musa,Ajayi,M,08156634615,musa.ajayi650@yahoo.com,Abuja,FCT,R03,2023-03-27,Standard,N
C-01029,Sani,Ude,M,07071416651,sani.ude364@gmail.com,Benin City,Edo,R04,2022-09-20,Occasional,Y
C-01030,Ibrahim,Anyanwu,M,07058382943,ibrahim.anyanwu772@gmail.com,Kano,Kano,R05,2023-07-22,Standard,N
C-01031,Abdullahi,Shehu,M,08188275829,abdullahi.shehu703@gmail.com,Lagos,Lagos,R01,2021-09-18,Occasional,Y
C-01032,Nasir,Onwudiwe,M,08173903578,nasir.onwudiwe151@gmail.com,Lagos,Lagos,R01,2023-10-04,Standard,Y
C-01033,Musa,Dauda,M,09125894294,musa.dauda860@gmail.com,Abeokuta,Ogun,R02,2021-05-13,Occasional,Y
C-01034,Zainab,Ogundipe,F,07030189050,zainab.ogundipe409@gmail.com,Onitsha,Anambra,R06,2019-07-17,Standard,Y
C-01035,Zainab,Chikezie,F,08079780463,zainab.chikezie780@gmail.com,Warri,Delta,R04,2023-01-09,Standard,N
C-01036,Aisha,Chukwu,F,09178887734,aisha.chukwu878@outlook.com,Abuja,FCT,R03,2020-02-21,Standard,Y
C-01037,Dapo,Adesina,M,09122155275,dapo.adesina316@hotmail.com,Benin City,Edo,R04,2021-07-24,Standard,N
C-01038,Musa,Ezenwa,M,09047462723,musa.ezenwa496@gmail.com,Kaduna,Kaduna,R05,2025-03-04,Standard,Y
C-01039,Amara,Iheanacho,F,09165499660,amara.iheanacho949@gmail.com,Lagos,Lagos,R01,2024-03-25,Standard,Y
C-01040,Kemi,Musa,F,09015207255,kemi.musa446@outlook.com,Lagos,Lagos,R01,2023-09-09,Premium,Y
C-01041,Usman,Okonkwo,M,09125413507,usman.okonkwo616@gmail.com,Akure,Ondo,R02,2022-09-05,Occasional,N
C-01042,Zainab,Shehu,F,08064822827,zainab.shehu531@gmail.com,Lagos,Lagos,R01,2024-08-06,Occasional,N
C-01043,Chidinma,Bakare,F,08188883547,chidinma.bakare154@hotmail.com,Ibadan,Oyo,R02,2020-12-16,Standard,Y
C-01044,Ikenna,Nnamdi,M,08060092602,ikenna.nnamdi334@gmail.com,Kano,Kano,R05,2024-07-10,Standard,N
C-01045,Amara,Okafor,F,07013473846,amara.okafor624@yahoo.com,Kano,Kano,R05,2022-02-02,Premium,Y
C-01046,Chinedu,Oyelaran,M,07036247718,chinedu.oyelaran548@yahoo.com,Lagos,Lagos,R01,2020-07-28,Occasional,Y
C-01047,Ronke,Chikezie,F,07063928784,ronke.chikezie945@gmail.com,Enugu,Enugu,R06,2021-02-09,Standard,Y
C-01048,Oluchi,Abubakar,F,08020886795,oluchi.abubakar562@yahoo.com,Lagos,Lagos,R01,2019-02-09,Standard,Y
C-01049,Amara,Obi,F,07041085268,amara.obi469@gmail.com,Kaduna,Kaduna,R05,2023-09-25,Standard,Y
C-01050,Musa,Baba,M,09196459704,musa.baba575@yahoo.com,Lagos,Lagos,R01,2025-02-20,Occasional,N
C-01051,Yusuf,Afolabi,M,07072391013,yusuf.afolabi798@gmail.com,Kano,Kano,R05,2024-05-04,Occasional,Y
C-01052,Rotimi,Ezenwa,M,08070730301,rotimi.ezenwa282@hotmail.com,Benin City,Edo,R04,2019-10-16,Standard,Y
C-01053,Ifeanyi,Adeyemi,M,09153295532,ifeanyi.adeyemi812@gmail.com,Lagos,Lagos,R01,2019-01-11,Standard,N
C-01054,Ronke,Garba,F,,ronke.garba670@yahoo.com,Lagos,Lagos,R01,2019-03-25,Standard,Y
C-01055,Oluchi,Odutola,F,08168682662,oluchi.odutola571@hotmail.com,Benin City,Edo,R04,2019-07-15,Standard,N
C-01056,Adanna,Okafor,F,07040367596,adanna.okafor510@gmail.com,Lagos,Lagos,R01,2024-10-23,Occasional,N
C-01057,Zainab,Anyanwu,F,08068543719,zainab.anyanwu89@gmail.com,Lagos,Lagos,R01,2024-12-10,Standard,Y
C-01058,Folake,Okafor,F,09090005556,folake.okafor959@hotmail.com,Abuja,FCT,R03,2022-09-20,Occasional,N
C-01059,Ikenna,Adebayo,M,07025234069,ikenna.adebayo610@hotmail.com,Warri,Delta,R04,2020-05-30,Standard,N
C-01060,Dapo,Ogbonna,M,08057225179,dapo.ogbonna153@gmail.com,Ibadan,Oyo,R02,2024-02-24,Premium,Y
C-01061,Maryam,Fashola,F,07090287292,maryam.fashola803@gmail.com,Abuja,FCT,R03,2021-04-08,Occasional,Y
C-01062,Aisha,Oyelaran,F,09189744454,aisha.oyelaran420@yahoo.com,Ilorin,Kwara,R03,2023-07-19,Standard,Y
C-01063,Kemi,Odutola,F,08144407311,kemi.odutola83@hotmail.com,ABUJA,FCT,R03,2020-11-26,Occasional,N
C-01064,Chidinma,Obi,F,07040660416,chidinma.obi552@gmail.com,Abuja,FCT,R03,2025-08-24,Occasional,N
C-01065,Rukayat,Kalu,F,09172383362,rukayat.kalu101@gmail.com,Abuja,FCT,R03,2023-09-07,Standard,N
C-01066,Zainab,Waziri,F,09149692805,zainab.waziri955@gmail.com,Lagos,Lagos,R01,2021-12-22,Premium,N
C-01067,Rotimi,Umeh,M,08189373416,rotimi.umeh249@yahoo.com,Lagos,Lagos,R01,2023-09-15,Occasional,Y
C-01068,Chiamaka,Waziri,F,09065624651,chiamaka.waziri801@outlook.com,Kano,Kano,R05,2019-10-04,Standard,Y
C-01069,Ijeoma,Ogunleye,F,08021667691,ijeoma.ogunleye373@yahoo.com,Lagos,Lagos,R01,2022-05-10,Standard,Y
C-01070,Ijeoma,Iheanacho,F,08193668950,ijeoma.iheanacho826@yahoo.com,Kano,Kano,R05,2019-08-17,Standard,Y
C-01071,Amara,Lawal,F,09153755434,amara.lawal808@gmail.com,Lagos,Lagos,R01,2023-10-29,Standard,Y
C-01072,Bello,Ogundipe,M,09012003518,bello.ogundipe446@gmail.com,Abuja,FCT,R03,2022-10-05,Standard,N
C-01073,Kelechi,Chukwu,M,09082613485,kelechi.chukwu224@gmail.com,Lagos,Lagos,R01,2023-11-27,Occasional,Y
C-01074,Sani,Ajayi,M,09117884722,sani.ajayi329@outlook.com,port harcourt,Rivers,R04,2022-10-04,Standard,Y
C-01075,Zainab,Afolabi,F,08141555550,zainab.afolabi436@outlook.com,Enugu,Enugu,R06,2022-04-07,Standard,N
C-01076,Adanna,Bello,F,09113246204,adanna.bello471@yahoo.com,Abuja,FCT,R03,2023-10-19,Occasional,Y
C-01077,Chidinma,Nwachukwu,F,08036526694,chidinma.nwachukwu961@outlook.com,Lagos,Lagos,R01,2023-08-06,Occasional,Y
C-01078,Chidinma,Okonkwo,F,09035396063,chidinma.okonkwo86@outlook.com,Lagos,Lagos,R01,2023-12-29,Standard,Y
C-01079,Funke,Soyinka,F,08114396589,funke.soyinka688@gmail.com,Benin City,Edo,R04,2024-11-27,Standard,N
C-01080,Ibrahim,Tanimu,M,08178487280,ibrahim.tanimu937@gmail.com, Lagos ,Lagos,R01,2023-11-10,Occasional,Y
C-01081,Nasir,Suleiman,M,09147924144,nasir.suleiman242@outlook.com,Benin City,Edo,R04,2024-12-02,Occasional,Y
C-01082,Musa,Nwachukwu,M,09134837726,musa.nwachukwu549@gmail.com,Lagos,Lagos,R01,2021-11-13,Occasional,Y
C-01083,Kunle,Olawale,M,07083361772,kunle.olawale943@gmail.com,Lagos,Lagos,R01,2021-09-01,Occasional,Y
C-01084,Chidinma,Bello,F,09134827007,chidinma.bello580@hotmail.com,Enugu,Enugu,R06,2024-10-15,Occasional,Y
C-01085,Kelechi,Oladipo,M,07035923562,kelechi.oladipo15@gmail.com,Abuja,FCT,R03,2020-05-18,Standard,N
C-01086,Ikenna,Nwachukwu,M,07080416104,ikenna.nwachukwu825@gmail.com,Lagos,Lagos,R01,2023-01-04,Standard,N
C-01087,Maryam,Chukwu,F,08152841199,maryam.chukwu796@gmail.com,Warri,Delta,R04,2023-06-05,Standard,N
C-01088,Amina,Fashola,F,09191088479,amina.fashola48@yahoo.com,Lagos,Lagos,R01,2022-04-19,Standard,N
C-01089,Tanko,Onyeka,M,09127677527,tanko.onyeka431@gmail.com,Abuja,FCT,R03,2021-04-18,Premium,Y
C-01090,Ronke,Ekwueme,F,09049114639,ronke.ekwueme921@yahoo.com,Abuja,FCT,R03,2020-05-17,Standard,N
C-01091,Nasir,Olawale,M,09162458830,nasir.olawale660@gmail.com,Port Harcourt,Rivers,R04,2022-08-27,Standard,N
C-01092,Abdullahi,Falana,M,08028401627,abdullahi.falana15@hotmail.com,Benin City,Edo,R04,2025-11-05,Standard,Y
C-01093,Oluchi,Eze,F,08186091165,oluchi.eze196@outlook.com,Lagos,Lagos,R01,2020-11-08,Occasional,Y
C-01094,Ikenna,Salami,M,07085790333,ikenna.salami150@yahoo.com,Warri,Delta,R04,2024-07-20,Standard,Y
C-01095,Yusuf,Adebayo,M,07091679796,yusuf.adebayo342@outlook.com,Kano,Kano,R05,2022-07-07,Occasional,N
